,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,DJI,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
176,2375.234,5285.074,4827.77,5112.2637,4470.5107,5200.9585,4492.0405,4596.4014,4710.242,5042.2695,5492.7603,4510.7046,4698.542,2779.796,2452.5676,2401.609,4738.779,4503.0527,6382.413,6617.7856,5852.5767,5664.1113,4901.9478,4025.779,4591.428,4316.176,5147.065,3834.3489,3676.3765,3565.2637,4552.31,4789.624,4670.317,4370.505,3877.7778,3968.9731,4788.4365,4583.915,4306.8364,4672.386,5201.581,4800.762,5665.145,5106.377,4721.172,4206.5586,5334.313,4403.518,4903.9424,5400.1426,6129.873,5769.7134,6127.7344,4037.6282,5964.8726,5814.6294,4445.3525,3979.7356,3971.47,4118.7603,3836.5168,4555.819,4627.41,4436.237,3618.521,3949.8542,4085.452,3960.2407,4265.639,3989.5483,4346.3706,5227.781,4362.507,4385.96,4670.1953,4971.3975,4926.176,4655.709,4131.4233,5271.2505,5118.093
177,2092.2861,5047.6333,5989.0654,5597.7915,5213.049,6026.494,4391.6445,4677.1343,5454.926,4285.1294,4751.1924,3980.3188,3340.7744,2094.246,2096.9983,2094.9863,4413.821,5444.1504,6761.0073,6789.099,6726.274,6718.411,5300.6523,3133.524,4846.882,4116.252,4779.3525,4312.014,3382.088,3668.2622,5471.403,3632.929,3680.6694,3727.8286,3223.3567,3824.1562,4244.278,5230.183,4548.8276,5813.481,5846.595,5213.671,6679.0015,6142.633,4792.3843,5303.459,5708.5996,4254.921,5924.8706,6159.49,6615.7427,6735.622,6773.3765,3289.2764,6757.134,6777.122,2969.8196,5276.48,3078.218,5375.9517,2704.3208,4605.229,4816.956,3420.7764,3148.897,3775.4312,4960.415,3546.0276,3962.8516,3940.1523,4374.22,5375.1123,4854.926,3696.1743,4639.8154,6450.672,5126.9727,4902.188,4274.444,5937.916,5363.8525
178,2103.6355,5255.339,5554.5005,5234.049,4873.6504,5714.1523,4578.8994,4521.8047,5121.6577,4688.639,5234.8306,4503.3057,4076.156,2147.9583,2149.712,2127.9365,4643.089,4954.9517,6669.9644,6787.241,6495.3774,6427.9834,5106.896,3551.673,4714.282,4196.2266,4776.576,4110.963,3528.7808,3601.7756,5136.8647,4100.401,4137.152,4116.5137,3572.8674,3863.5515,4575.7407,5019.6343,4527.9287,5357.4966,5578.969,4835.3438,6394.0317,5548.4937,4778.006,4689.6025,5482.5366,4316.706,5527.751,5851.723,6413.835,6532.094,6677.245,3647.052,6613.686,6677.9863,3594.692,4626.8594,3491.7156,4877.952,3169.1736,4658.017,4866.599,3875.1418,3362.4573,3835.0876,4678.4995,3741.487,4011.1267,3942.2761,4478.6885,5236.672,4531.8677,4128.6294,4633.3384,5978.222,4956.102,4744.3774,4063.151,5557.8853,5264.006
179,2232.9414,5278.225,5020.1343,5094.5806,4529.994,5368.5146,4558.56,4516.3105,4789.547,4970.3584,5493.2476,4564.212,4556.107,2504.559,2356.4836,2289.2031,4737.5806,4627.45,6464.8877,6728.085,6024.264,5870.7393,4951.587,3887.9941,4600.118,4319.622,5031.3193,3934.0457,3642.3352,3542.9023,4782.125,4605.9556,4487.4478,4350.0254,3816.1692,3926.4324,4787.9873,4689.1367,4343.6807,4889.062,5268.3794,4758.968,5829.722,5174.911,4780.4,4371.7524,5320.131,4417.239,5130.7466,5538.768,6201.7383,6047.065,6305.5864,3976.217,6204.201,6173.349,4230.092,4115.127,3850.235,4339.7114,3635.8557,4611.279,4773.1377,4243.8853,3526.1694,3907.32,4289.711,3925.141,4199.8345,4003.9001,4418.3843,5196.529,4279.0034,4328.726,4668.87,5254.188,4898.7295,4688.16,4075.058,5248.522,5163.846
180,2378.4783,5279.5967,4832.124,5120.2217,4469.596,5198.0063,4488.0015,4590.8677,4702.648,5035.3525,5479.771,4489.298,4678.623,2771.2007,2447.8953,2391.2966,4727.433,4508.23,6382.6147,6617.265,5851.6,5660.3438,4896.037,4021.6626,4601.0317,4322.5225,5146.732,3834.7234,3675.5725,3571.5305,4544.3325,4775.306,4675.878,4361.0166,3873.3833,3972.1238,4773.8057,4578.6255,4304.508,4672.2544,5198.755,4803.5786,5653.4883,5115.755,4725.879,4222.8794,5335.578,4395.195,4910.008,5398.82,6120.3145,5780.1777,6131.4624,4045.0132,5958.0933,5807.0977,4447.6826,3970.7476,3968.2385,4117.935,3838.9978,4554.0273,4626.04,4425.991,3611.7888,3943.39,4078.626,3951.9788,4268.3203,3993.6067,4349.4224,5224.126,4359.025,4388.178,4669.542,4969.8833,4932.1553,4638.144,4120.34,5264.1606,5108.761
181,2373.9233,5282.5254,4828.4395,5116.865,4470.511,5202.9805,4480.554,4597.11,4707.5327,5032.8955,5477.496,4491.1846,4682.0073,2766.2466,2444.5347,2391.5867,4734.985,4509.8555,6385.89,6619.621,5861.369,5671.83,4906.882,4026.567,4596.583,4320.9995,5158.465,3834.085,3676.3962,3566.0474,4551.8174,4789.7485,4670.8296,4365.597,3876.7336,3971.4543,4781.8164,4577.1943,4305.804,4677.8643,5201.1416,4806.782,5668.936,5122.339,4726.058,4221.258,5336.9556,4395.461,4908.1143,5402.9497,6132.3784,5780.147,6135.4478,4038.3818,5966.6226,5814.207,4446.636,3974.3025,3969.6343,4107.5645,3836.7852,4553.296,4625.9287,4428.641,3612.9539,3947.1423,4081.3538,3960.8228,4266.1074,3990.6345,4340.5376,5229.801,4363.0986,4381.6777,4672.126,4973.0264,4935.483,4654.4116,4132.247,5271.59,5112.412
182,2104.3538,5255.856,5547.4185,5234.324,4857.2407,5704.8877,4579.7266,4510.44,5107.861,4702.4634,5244.9746,4499.5283,4082.6726,2150.391,2151.5464,2128.6929,4641.9307,4948.432,6667.058,6787.1235,6488.4253,6419.351,5098.618,3557.8274,4718.4775,4207.131,4777.5005,4111.405,3528.558,3597.4436,5127.406,4101.196,4146.5215,4114.8447,3574.353,3864.049,4579.965,5019.32,4527.6846,5348.0176,5575.4663,4836.064,6382.9893,5538.8105,4780.083,4688.5835,5482.2026,4315.081,5521.4707,5845.176,6408.326,6526.2783,6673.8936,3649.294,6608.674,6674.0864,3606.8743,4608.9326,3496.5203,4870.8057,3177.0808,4664.519,4866.4688,3876.4104,3360.41,3829.8206,4667.37,3739.5447,4013.218,3948.8735,4483.204,5235.7456,4525.918,4133.9385,4635.9595,5969.081,4950.314,4733.171,4058.0276,5544.9277,5262.3213
183,2348.596,5282.6445,4869.028,5103.234,4465.5454,5211.6914,4489.9873,4552.1777,4697.904,5043.4316,5516.1035,4558.3325,4693.7437,2757.1738,2442.614,2382.2544,4730.6514,4513.191,6399.94,6642.7295,5848.3716,5661.7314,4888.771,3991.4438,4607.4404,4333.906,5116.434,3868.7878,3683.9907,3576.5317,4601.1143,4734.4067,4660.714,4359.805,3880.032,3955.3894,4782.554,4641.039,4317.591,4665.978,5201.9077,4812.084,5664.929,5094.5063,4710.8247,4239.6387,5328.165,4386.132,4920.063,5415.4834,6126.1045,5811.225,6149.751,4049.1619,6003.92,5872.325,4423.0493,3996.5686,3973.1943,4172.931,3829.7068,4568.19,4644.3276,4380.5415,3623.8164,3962.8733,4129.683,3939.3262,4270.966,3991.535,4383.954,5227.4585,4334.069,4393.76,4657.8916,5007.2114,4906.767,4631.4463,4097.089,5251.317,5106.431
184,2379.9717,5283.2964,4835.337,5107.3916,4433.006,5161.1206,4451.861,4536.666,4682.164,5086.647,5550.3423,4628.228,4785.6685,2861.2932,2468.7534,2424.3916,4759.8706,4475.1367,6390.728,6611.614,5803.8027,5604.7573,4891.68,4022.6582,4594.688,4344.797,5136.129,3865.6914,3697.319,3571.9683,4581.594,4771.841,4708.1333,4351.9775,3917.6396,3929.5767,4803.914,4674.699,4340.9526,4595.113,5194.421,4832.333,5644.673,5056.993,4680.539,4181.29,5320.3135,4380.1743,4839.089,5381.022,6134.3027,5729.9946,6118.9443,4043.201,5968.6465,5811.249,4470.5977,3980.1643,4014.2217,4127.8354,3874.025,4559.1553,4620.4683,4408.93,3689.62,4002.8328,4117.8696,3953.587,4278.362,3978.7932,4380.6045,5244.6255,4355.199,4416.473,4652.724,4954.8496,4905.2656,4638.7354,4113.2964,5262.6567,5104.538
185,2232.7031,5280.23,5020.117,5096.0454,4536.3584,5366.254,4559.889,4520.8257,4790.59,4965.9395,5479.928,4550.7256,4544.3174,2502.0142,2354.4995,2286.5608,4737.0933,4626.3467,6465.699,6728.514,6026.2617,5874.3813,4954.283,3892.0815,4607.5986,4320.7954,5032.833,3926.8984,3640.091,3543.5073,4776.972,4610.4814,4492.2944,4348.5435,3815.7336,3933.0615,4787.223,4683.655,4342.712,4891.792,5267.8467,4758.3022,5834.276,5180.058,4781.9717,4370.6436,5321.7153,4412.4507,5132.98,5538.7007,6202.476,6047.159,6309.248,3974.8574,6202.1636,6171.6406,4230.617,4115.0923,3844.2542,4333.494,3639.8293,4610.355,4771.59,4247.332,3519.638,3904.1711,4280.9062,3922.2412,4196.73,3999.1538,4419.504,5202.6597,4289.0825,4325.528,4663.975,5255.9995,4904.4424,4687.788,4073.5205,5252.8887,5164.282
186,2226.5508,5281.557,5025.4907,5097.08,4551.383,5380.4204,4575.4795,4537.5195,4801.197,4952.7485,5460.4136,4546.8467,4528.017,2489.1033,2353.258,2286.7512,4739.684,4626.3745,6466.277,6732.6123,6041.401,5890.6494,4967.349,3901.05,4607.88,4311.7617,5025.594,3916.7012,3635.2122,3539.8486,4786.108,4614.2896,4482.9297,4355.4766,3818.865,3937.1821,4796.5293,4675.33,4338.3613,4913.742,5266.2046,4753.8066,5857.828,5182.753,4784.528,4362.1016,5319.158,4412.369,5146.3135,5540.561,6215.2427,6055.9272,6318.6675,3971.7996,6212.4497,6190.3716,4223.9595,4134.0674,3827.7446,4341.9575,3633.9062,4608.4214,4782.025,4257.53,3515.057,3903.022,4284.849,3925.964,4193.1104,3985.6445,4420.673,5206.7417,4303.838,4317.021,4657.0547,5273.3394,4904.5195,4702.311,4083.1128,5274.279,5176.273
187,2247.6929,5278.534,4992.8306,5098.509,4540.5776,5356.8286,4561.599,4549.047,4780.2856,4950.657,5450.259,4516.809,4534.7065,2525.5303,2369.0317,2299.5637,4729.1865,4610.754,6450.097,6719.3926,6007.0366,5847.0137,4953.6577,3918.821,4606.7026,4316.527,5052.2427,3902.354,3646.7437,3550.3572,4748.7827,4635.6714,4513.258,4362.4087,3830.56,3946.249,4784.384,4643.124,4320.318,4880.1567,5244.6885,4758.3057,5812.4736,5178.7876,4784.778,4357.955,5315.9443,4409.4497,5121.4883,5517.242,6193.822,6020.16,6285.094,4003.3284,6168.086,6123.8765,4264.402,4101.9956,3850.8513,4301.1626,3672.2227,4594.5454,4761.748,4278.7236,3524.7832,3908.5508,4252.129,3932.1606,4212.5254,3989.5156,4408.68,5203.523,4297.2773,4330.167,4660.068,5215.762,4915.3867,4686.959,4082.899,5262.558,5156.557
188,2375.174,5278.1543,4830.7485,5123.029,4470.1196,5204.778,4473.465,4594.5215,4703.6416,5026.3604,5462.3267,4474.4004,4667.693,2753.7368,2438.3777,2382.716,4728.973,4511.735,6387.166,6620.2607,5866.1133,5675.7183,4908.0356,4026.3098,4601.688,4326.813,5164.3066,3832.3127,3675.3994,3569.1853,4545.835,4783.593,4671.135,4357.5244,3874.2122,3974.1208,4768.554,4571.568,4303.3633,4681.9893,5197.359,4812.519,5666.1157,5134.625,4728.8057,4235.7505,5338.7065,4389.288,4910.977,5402.459,6128.7363,5789.0225,6141.6465,4039.7356,5962.695,5810.5635,4447.416,3968.0598,3968.8132,4104.014,3839.0134,4550.7163,4623.341,4422.768,3607.1475,3943.5977,4075.5166,3958.74,4268.7505,3993.7585,4337.959,5229.0444,4362.317,4378.395,4671.276,4975.0767,4944.1567,4645.2876,4129.493,5267.199,5107.948
189,2096.9631,5220.5522,5702.3267,5331.2173,4954.0366,5803.9746,4530.887,4523.413,5199.503,4589.203,5114.96,4365.6465,3864.4756,2117.5093,2123.0386,2109.9023,4590.673,5078.5264,6706.7256,6788.547,6591.1626,6542.4414,5154.0786,3450.882,4772.8716,4195.9517,4763.9155,4169.9175,3488.2002,3614.5913,5235.415,3952.1736,4021.9663,3999.4065,3477.5503,3864.425,4489.396,5093.126,4557.9956,5488.7803,5668.1772,4920.1646,6501.6387,5716.156,4784.5615,4872.1875,5551.5815,4280.6343,5640.3237,5947.5425,6479.255,6616.37,6722.9395,3536.8105,6674.683,6727.1597,3410.808,4785.9336,3379.5608,5009.3887,3035.2207,4663.361,4868.296,3729.8936,3287.9229,3796.9746,4759.6484,3683.933,3973.0525,3943.3264,4471.032,5274.852,4616.992,4026.5657,4634.14,6149.737,4991.3965,4764.869,4095.6804,5654.506,5288.712
190,2369.3865,5289.234,4823.6743,5111.7783,4471.0576,5204.856,4471.907,4602.997,4712.403,5032.931,5479.639,4496.328,4688.711,2764.4944,2441.042,2392.2556,4745.829,4510.771,6389.8794,6621.4697,5868.6235,5682.834,4921.3516,4032.8823,4592.3286,4319.9346,5170.742,3834.1335,3675.918,3559.0264,4560.3203,4809.591,4667.2134,4372.099,3881.4143,3969.7769,4792.7676,4578.5776,4308.851,4683.041,5205.332,4809.5557,5685.718,5127.7744,4725.2856,4214.3228,5339.7095,4397.83,4904.4404,5408.061,6146.497,5776.756,6139.327,4029.643,5975.7383,5819.5376,4445.249,3977.7104,3972.5515,4092.4072,3834.906,4553.771,4627.342,4432.5674,3615.4663,3951.2646,4084.3733,3969.3362,4260.8716,3987.6826,4330.8574,5239.002,4368.952,4374.808,4675.5723,4975.765,4940.08,4673.82,4144.964,5279.411,5115.8125
191,2206.4521,5273.8745,5068.9326,5112.1406,4561.4897,5407.4995,4588.315,4519.7783,4814.1094,4948.717,5460.7812,4557.6074,4497.4707,2441.2249,2330.8542,2265.6296,4733.737,4653.1606,6483.944,6745.314,6083.862,5939.2236,4974.727,3873.851,4620.0625,4310.1074,4989.677,3937.1897,3618.2788,3536.3315,4815.6426,4565.119,4453.4463,4331.8994,3796.9878,3926.8853,4791.1406,4707.749,4355.6323,4952.2017,5288.7637,4759.0127,5899.9287,5197.836,4785.388,4383.267,5328.687,4406.6055,5178.0923,5563.874,6229.9307,6108.4136,6359.8745,3943.6248,6258.239,6261.6167,4180.5386,4162.1133,3797.8345,4395.6963,3586.3892,4622.2134,4799.3887,4223.0205,3501.3464,3888.1196,4315.341,3907.5315,4177.5244,3987.3364,4435.539,5201.523,4309.234,4304.588,4655.2993,5340.548,4892.1387,4696.64,4073.5552,5287.0186,5187.8115
192,2116.438,5259.715,5406.657,5176.5557,4760.802,5621.5244,4588.9175,4497.457,5012.559,4800.8687,5374.9414,4577.0854,4258.639,2198.2908,2187.8596,2154.9514,4669.4575,4859.836,6625.77,6783.9116,6387.835,6293.7812,5043.1826,3640.1309,4661.1294,4222.313,4832.8735,4085.3958,3558.8594,3572.1562,5055.514,4230.6724,4227.4185,4193.7334,3636.058,3856.8645,4657.1343,4952.9946,4481.0425,5221.9204,5496.7803,4805.062,6257.504,5409.681,4774.377,4593.3135,5431.183,4355.5386,5409.2876,5767.7925,6354.7417,6434.486,6609.6084,3739.1924,6541.1284,6604.996,3770.7593,4466.3853,3601.4026,4749.589,3273.991,4660.823,4853.9473,3962.9075,3424.7961,3846.9158,4600.2812,3791.4148,4068.2388,3969.3655,4477.1636,5201.939,4433.997,4204.091,4661.9395,5799.421,4903.664,4718.732,4059.0078,5449.626,5234.504
193,2373.0706,5284.4873,4827.8604,5123.677,4468.329,5198.9404,4457.4077,4594.437,4701.8013,5024.513,5459.189,4464.201,4662.227,2748.6099,2430.0674,2374.7234,4734.953,4516.6484,6392.5923,6620.9785,5868.8696,5683.26,4923.4653,4030.782,4606.338,4333.5796,5178.3857,3834.4375,3672.739,3564.857,4549.0493,4798.917,4675.019,4357.17,3876.7793,3972.372,4771.3027,4572.5474,4306.7275,4686.6416,5201.958,4818.025,5675.0815,5148.097,4731.222,4237.1846,5344.822,4386.8193,4909.4717,5407.7446,6139.2065,5789.8613,6149.005,4033.8235,5967.11,5806.0312,4447.371,3963.123,3970.3828,4079.701,3839.3357,4550.387,4625.9077,4418.1562,3605.579,3942.85,4072.2354,3959.524,4260.9927,3994.2388,4329.3643,5240.848,4367.397,4372.617,4675.6562,4975.016,4957.2715,4655.1416,4133.619,5269.09,5102.396
194,2258.7588,5282.763,4974.6704,5090.258,4535.0806,5345.9185,4570.8545,4558.3066,4776.3125,4960.9424,5469.668,4537.4614,4564.953,2557.6648,2387.4668,2319.071,4734.0537,4593.3574,6437.3105,6711.078,5979.824,5817.618,4948.2705,3930.5894,4592.76,4309.1304,5049.9736,3896.2158,3652.0674,3550.802,4739.1997,4653.1704,4522.5757,4380.004,3842.1677,3945.326,4793.829,4636.168,4312.1665,4861.265,5234.7285,4750.3667,5790.4624,5152.969,4778.1323,4329.3364,5309.4204,4423.827,5105.153,5503.443,6186.6123,5989.4873,6258.22,4017.7947,6147.101,6092.675,4281.6724,4098.636,3865.3198,4294.608,3688.9392,4590.544,4761.191,4303.043,3540.3674,3917.6921,4247.8228,3939.2393,4220.036,3987.652,4407.454,5200.7173,4292.3457,4340.514,4661.5327,5186.088,4909.535,4691.8037,4089.333,5260.9956,5156.701
195,2103.4219,5249.8228,5564.65,5229.328,4835.814,5710.9565,4569.2,4460.1787,5093.398,4729.9575,5341.5967,4549.277,4129.766,2148.3625,2150.831,2127.6726,4629.192,4990.018,6673.215,6787.3774,6495.5356,6414.7373,5051.0454,3530.9897,4694.6714,4178.261,4778.7505,4169.823,3523.4583,3597.4534,5161.3896,4055.301,4125.626,4115.1997,3542.899,3808.786,4573.3193,5071.2056,4548.5146,5347.2417,5587.6733,4847.3306,6370.881,5528.4673,4785.1636,4763.2515,5484.627,4313.4717,5524.6914,5869.237,6397.814,6541.092,6675.7993,3643.9263,6624.0635,6681.102,3585.2563,4595.899,3514.7244,4920.6533,3124.1597,4680.0845,4862.4478,3805.8564,3384.3066,3808.257,4741.6406,3744.7227,4030.8179,3989.047,4506.2583,5205.0537,4492.617,4161.342,4685.8203,5984.546,4900.2944,4690.1846,4041.5156,5513.0444,5266.528
196,2097.3364,5218.197,5684.711,5311.3354,4940.9663,5795.4146,4533.0874,4509.619,5181.7085,4611.0225,5165.1514,4399.4556,3901.818,2119.7659,2124.9907,2111.184,4599.2,5089.7812,6705.5786,6788.4985,6584.4883,6531.027,5132.2104,3452.8386,4766.475,4181.4985,4771.5845,4182.5215,3489.673,3605.0098,5241.247,3966.0308,4032.0278,4018.8376,3474.7576,3840.804,4510.1055,5100.968,4557.9443,5474.511,5661.5483,4914.865,6488.3887,5697.5493,4791.677,4884.22,5544.6284,4279.5176,5630.6357,5950.9736,6468.951,6612.5127,6719.087,3547.9778,6673.931,6724.253,3420.8157,4752.7124,3398.4875,5005.411,3027.4358,4671.2993,4860.424,3718.9849,3304.5269,3789.5999,4777.586,3695.8281,3983.5227,3958.9456,4482.21,5269.501,4595.6743,4041.2522,4653.8657,6135.227,4966.379,4753.094,4085.2969,5632.989,5283.404
197,2380.16,5275.23,4829.4756,5122.8467,4460.5396,5187.7163,4470.8687,4576.0317,4699.3145,5040.527,5485.138,4499.189,4693.0586,2780.7656,2445.363,2390.9502,4736.567,4507.1313,6386.7607,6614.356,5850.182,5657.467,4901.2656,4020.1755,4597.253,4333.8633,5156.6343,3840.2803,3679.9492,3566.6055,4549.6523,4778.5723,4684.3022,4350.984,3880.9753,3957.0522,4777.3345,4591.711,4312.887,4661.346,5198.7236,4810.0195,5654.2197,5119.8076,4725.9507,4224.2964,5330.0635,4392.0635,4901.225,5397.4106,6127.785,5775.005,6135.5264,4040.7708,5960.7324,5803.6084,4449.9746,3967.6584,3974.685,4104.356,3838.1333,4549.9463,4622.248,4417.7397,3627.2026,3953.6997,4083.3413,3953.7773,4265.8037,3994.2551,4351.711,5227.125,4357.3394,4389.093,4668.3115,4965.384,4937.236,4644.2056,4119.0923,5258.813,5105.0034
198,2368.3335,5297.4165,4819.0054,5098.8667,4471.8213,5204.599,4490.1562,4606.809,4722.414,5051.1113,5510.63,4540.104,4727.3066,2789.6702,2455.3972,2414.5356,4760.629,4497.491,6385.2896,6619.5327,5858.009,5676.105,4920.252,4035.4824,4577.423,4308.279,5156.369,3834.193,3676.509,3552.5735,4567.859,4821.9766,4661.8535,4386.7026,3886.621,3963.8113,4813.996,4591.9624,4312.284,4676.0513,5208.4233,4799.334,5690.7954,5099.0244,4714.87,4181.0566,5335.29,4415.5117,4893.724,5405.628,6151.4175,5753.94,6126.178,4022.2249,5979.2705,5826.39,4441.5703,3992.4644,3977.789,4107.2905,3832.4502,4558.639,4630.5186,4451.254,3628.5483,3960.3552,4095.5583,3975.6772,4257.794,3982.8005,4335.73,5239.724,4371.278,4378.418,4673.6875,4974.9355,4922.991,4690.709,4153.4824,5285.0537,5131.115
199,2178.205,5266.2227,5137.9766,5115.9653,4570.805,5453.053,4608.377,4489.572,4835.807,4950.454,5507.166,4617.6514,4493.2383,2381.6353,2305.7866,2244.978,4718.1094,4689.846,6509.4185,6760.2695,6140.7734,5998.711,4969.8804,3821.2886,4607.7515,4289.818,4929.419,3994.0706,3605.0059,3531.0747,4880.495,4472.7886,4395.225,4310.214,3761.7642,3884.6384,4782.057,4786.0005,4384.3193,5000.6196,5334.1147,4763.1025,5958.8716,5198.519,4777.863,4415.354,5344.6045,4413.7295,5220.866,5600.7983,6250.2363,6183.89,6410.7446,3904.3071,6334.417,6364.5273,4098.677,4216.2603,3769.3696,4505.869,3503.1125,4646.8804,4828.798,4160.7188,3505.0625,3876.1594,4402.859,3881.884,4162.078,4000.5764,4459.969,5176.0557,4301.8477,4303.0776,4674.6133,5439.482,4853.186,4691.8926,4067.9705,5298.2065,5201.5913
200,2167.1848,5260.083,5163.597,5132.9287,4610.2407,5472.213,4598.679,4501.658,4857.2036,4921.2476,5442.937,4564.705,4429.108,2346.5212,2279.1367,2223.0933,4727.0557,4708.974,6527.3394,6765.047,6181.4907,6060.17,5001.929,3810.6785,4640.4263,4301.0947,4933.6143,3982.0354,3589.035,3526.8755,4889.388,4477.175,4393.395,4291.421,3750.6873,3915.357,4780.312,4772.2124,4385.1396,5032.472,5344.672,4770.4175,6016.1323,5244.1255,4785.8296,4435.6963,5357.958,4396.4624,5248.9526,5627.5957,6274.775,6217.0483,6447.6577,3884.0044,6358.0093,6396.5327,4067.5916,4235.323,3729.486,4499.0337,3482.4995,4645.275,4828.0835,4151.323,3462.596,3862.3142,4388.314,3869.4055,4137.129,3972.463,4461.2866,5209.73,4337.1333,4264.934,4651.644,5486.724,4890.0054,4719.499,4066.7002,5326.7515,5205.1006
201,2123.2168,5254.9116,5360.539,5179.1235,4729.099,5590.42,4592.1816,4493.8716,4971.503,4822.692,5353.39,4534.452,4256.667,2217.2297,2198.8127,2161.1104,4685.616,4832.2144,6608.7827,6782.1445,6355.2812,6261.5913,5044.6313,3681.4873,4689.221,4260.649,4852.0557,4052.836,3555.3516,3552.9316,5010.816,4284.303,4277.205,4202.1753,3658.1978,3886.4397,4690.0146,4903.3223,4458.6895,5191.495,5465.189,4801.997,6218.8735,5387.0356,4787.4927,4567.653,5423.046,4348.8574,5388.07,5742.2695,6341.9155,6398.0664,6588.0376,3763.9453,6507.776,6573.7715,3832.3928,4402.5166,3609.6526,4686.49,3319.4194,4666.635,4848.7266,4004.322,3405.3916,3835.2874,4528.3086,3799.093,4070.637,3962.7642,4481.8755,5224.7935,4427.8335,4200.419,4647.4214,5748.0234,4913.616,4720.134,4052.9375,5427.0967,5228.041
202,2119.3125,5254.76,5385.29,5183.531,4751.86,5606.4395,4586.176,4498.022,4992.7476,4804.4805,5334.739,4528.3394,4232.818,2204.7297,2189.7573,2154.9753,4684.6016,4848.546,6619.157,6783.2373,6377.258,6289.533,5056.3022,3663.7,4694.448,4254.2593,4846.842,4059.7476,3551.7415,3556.6748,5029.008,4267.576,4261.134,4191.238,3646.9998,3886.6975,4678.763,4916.9453,4467.467,5212.3877,5481.2026,4805.6943,6248.3115,5411.311,4786.7954,4584.4233,5431.6313,4343.969,5406.3784,5760.33,6354.0703,6418.5034,6603.3257,3747.1326,6525.0186,6591.222,3799.0747,4430.078,3593.1074,4705.964,3298.5374,4665.467,4849.462,3987.1233,3395.8633,3835.1348,4546.039,3791.858,4059.3064,3956.2893,4481.4565,5231.9443,4442.7837,4187.26,4643.543,5780.64,4924.1294,4731.138,4054.4143,5444.1133,5231.573
203,2130.0593,5263.3857,5315.747,5155.2397,4696.7324,5561.98,4599.4937,4491.3613,4948.2627,4857.9756,5420.0063,4586.3535,4336.4736,2243.879,2219.0115,2177.1921,4688.1787,4799.1104,6591.453,6779.709,6312.2695,6204.3726,5018.216,3705.209,4648.8975,4249.7515,4864.3657,4051.4912,3569.9216,3553.3872,4993.738,4317.7607,4289.587,4232.8457,3677.4841,3871.6199,4706.785,4895.199,4448.313,5147.538,5441.859,4788.816,6165.999,5334.8916,4776.9062,4529.6777,5402.7173,4372.969,5345.216,5712.726,6321.2583,6359.6484,6556.0063,3792.1665,6481.1973,6541.2754,3883.751,4374.432,3653.1113,4661.965,3349.7737,4660.722,4847.844,4030.5637,3444.496,3849.413,4526.2886,3818.0508,4095.744,3975.9487,4476.9727,5197.7607,4393.7397,4236.1323,4663.6104,5685.318,4886.1553,4708.6123,4058.1482,5395.7,5224.518
204,2370.899,5290.051,4824.78,5113.907,4470.2944,5200.6416,4469.2827,4600.0186,4708.852,5032.13,5477.8115,4489.606,4682.66,2763.685,2438.9766,2388.0703,4743.458,4512.3984,6390.515,6620.744,5865.722,5680.455,4921.608,4032.1343,4596.9253,4323.2188,5170.7393,3834.9294,3674.3806,3560.6143,4557.43,4807.5737,4671.124,4369.422,3880.5212,3970.3105,4788.608,4578.756,4309.321,4682.4224,5205.596,4810.3286,5681.421,5130.719,4726.535,4216.948,5341.4463,4395.973,4905.6294,5408.217,6143.9487,5778.4365,6140.7656,4031.2703,5973.0645,5814.425,4446.02,3973.4575,3972.4126,4088.1235,3836.377,4554.0645,4628.0835,4429.0435,3613.6206,3948.5864,4081.4995,3965.0571,4259.4604,3989.603,4331.794,5240.327,4368.8447,4375.677,4675.9634,4974.634,4943.7593,4668.284,4140.3345,5276.3896,5111.317
